date,open,high,low,close,volume
2024-07-08,0.41960000,0.44380000,0.40320000,0.43160000,528743623.00000000
2024-07-09,0.43160000,0.43980000,0.42700000,0.43560000,289512370.00000000
2024-07-10,0.43570000,0.44260000,0.43100000,0.43880000,294639692.00000000
2024-07-11,0.43880000,0.45730000,0.43630000,0.44910000,347547669.00000000
2024-07-12,0.44910000,0.47800000,0.44450000,0.47450000,472984849.00000000
2024-07-13,0.47450000,0.56610000,0.47370000,0.52570000,744327354.00000000
2024-07-14,0.52570000,0.54000000,0.51360000,0.52050000,350964405.00000000
2024-07-15,0.52050000,0.54040000,0.52030000,0.53720000,437376565.00000000
2024-07-16,0.53720000,0.59450000,0.53090000,0.57930000,824632586.00000000
2024-07-17,0.57920000,0.63780000,0.57830000,0.62600000,806805412.00000000
2024-07-18,0.62600000,0.63690000,0.55750000,0.56970000,660623865.00000000
2024-07-19,0.56970000,0.58670000,0.54000000,0.57330000,539155049.00000000
2024-07-20,0.57330000,0.60470000,0.57070000,0.59370000,300097994.00000000
2024-07-21,0.59380000,0.60800000,0.57210000,0.59840000,291988877.00000000
2024-07-22,0.59850000,0.62290000,0.58550000,0.60800000,412923068.00000000
2024-07-23,0.60800000,0.61700000,0.57970000,0.59750000,353756166.00000000
2024-07-24,0.59760000,0.63270000,0.59150000,0.61790000,420617643.00000000
2024-07-25,0.61790000,0.62900000,0.58440000,0.59960000,485187006.00000000
2024-07-26,0.59960000,0.60930000,0.58600000,0.60340000,268729317.00000000
2024-07-27,0.60330000,0.60910000,0.58330000,0.59560000,172975781.00000000
2024-07-28,0.59560000,0.61610000,0.59100000,0.60120000,182173334.00000000
2024-07-29,0.60120000,0.61240000,0.59210000,0.60190000,235245176.00000000
2024-07-30,0.60190000,0.63790000,0.59530000,0.62770000,431409390.00000000
2024-07-31,0.62780000,0.65860000,0.62170000,0.62300000,473184106.00000000
2024-08-01,0.62300000,0.63030000,0.56800000,0.59640000,423266147.00000000
2024-08-02,0.59650000,0.59700000,0.54640000,0.56070000,410967898.00000000
2024-08-03,0.56060000,0.57770000,0.54060000,0.55580000,265483095.00000000
2024-08-04,0.55580000,0.55900000,0.51360000,0.52280000,240108087.00000000
2024-08-05,0.52290000,0.52570000,0.43190000,0.48890000,1250454532.00000000
2024-08-06,0.48890000,0.51880000,0.48770000,0.50620000,410337831.00000000
2024-08-07,0.50620000,0.64340000,0.49220000,0.60020000,1000802326.00000000
2024-08-08,0.60030000,0.64240000,0.57850000,0.61660000,730482227.00000000
2024-08-09,0.61660000,0.62450000,0.56560000,0.58050000,456932445.00000000
2024-08-10,0.58050000,0.60220000,0.57790000,0.58410000,213745629.00000000
2024-08-11,0.58410000,0.59350000,0.54520000,0.55280000,251097812.00000000
2024-08-12,0.55280000,0.57950000,0.55010000,0.56840000,355253164.00000000
2024-08-13,0.56830000,0.58340000,0.56260000,0.57700000,252380249.00000000
2024-08-14,0.57700000,0.58280000,0.56410000,0.56870000,253532158.00000000
2024-08-15,0.56870000,0.57420000,0.55040000,0.56070000,267098570.00000000
2024-08-16,0.56080000,0.57230000,0.55350000,0.56380000,234628410.00000000
2024-08-17,0.56370000,0.57100000,0.56110000,0.56650000,68057519.00000000
2024-08-18,0.56640000,0.58450000,0.56250000,0.56310000,119904362.00000000
2024-08-19,0.56310000,0.60910000,0.56080000,0.59850000,387069502.00000000
2024-08-20,0.59840000,0.61500000,0.58750000,0.59370000,276882583.00000000
2024-08-21,0.59370000,0.60560000,0.58400000,0.59990000,274275573.00000000
2024-08-22,0.60000000,0.60490000,0.59230000,0.59760000,207559419.00000000
2024-08-23,0.59770000,0.61600000,0.59090000,0.61090000,297079009.00000000
2024-08-24,0.61090000,0.63100000,0.60430000,0.61270000,242435317.00000000
2024-08-25,0.61260000,0.61400000,0.59500000,0.60000000,163663049.00000000
2024-08-26,0.60000000,0.60210000,0.57820000,0.58740000,236874640.00000000
2024-08-27,0.58730000,0.60030000,0.55280000,0.56660000,331644513.00000000
2024-08-28,0.56670000,0.58450000,0.55580000,0.56930000,312994647.00000000
2024-08-29,0.56920000,0.57700000,0.55730000,0.56190000,209040650.00000000
2024-08-30,0.56180000,0.56780000,0.54620000,0.56670000,258840588.00000000
2024-08-31,0.56670000,0.57210000,0.56240000,0.56620000,67155202.00000000
2024-09-01,0.56620000,0.56670000,0.54340000,0.54720000,121191438.00000000
2024-09-02,0.54710000,0.56880000,0.54430000,0.56770000,174750033.00000000
2024-09-03,0.56770000,0.57240000,0.55650000,0.55720000,179781483.00000000
2024-09-04,0.55720000,0.56480000,0.53260000,0.55790000,272577067.00000000
2024-09-05,0.55790000,0.55980000,0.53990000,0.54440000,213816210.00000000
2024-09-06,0.54450000,0.54730000,0.50260000,0.52110000,382035412.00000000
2024-09-07,0.52110000,0.53290000,0.51970000,0.52480000,82924642.00000000
2024-09-08,0.52490000,0.53160000,0.52080000,0.52950000,67909459.00000000
2024-09-09,0.52950000,0.54310000,0.52690000,0.53950000,168358952.00000000
2024-09-10,0.53950000,0.54280000,0.53370000,0.54080000,135693250.00000000
